id,title
12117,Instinct
11779,Buena Vista Social Club
41730,Desert Blue
84198,A Place at the Table
84198,A Place at the Table
100568,Floating
13533,Free Enterprise
62676,Limbo
817,Austin Powers: The Spy Who Shagged Me
265966,Promise Her Anything
91598,The Red Dwarf
14283,The Red Violin
37135,Tarzan
2275,The General's Daughter
68426,Get Bruce!
24137,An Ideal Husband
10376,The Legend of 1900
104,Run Lola Run
15800,Trekkies
9032,Big Daddy
13821,The Boys
9421,The Dinner Game
55955,My Son the Fanatic
67067,Zone 39
6488,Arachnophobia
9473,"South Park: Bigger, Longer & Uncut"
8487,Wild Wild West
10279,Summer of Sam
125263,Broken Vessels
2767,Les Amants du Pont-Neuf
78568,"Late August, Early September"
2105,American Pie
1073,Arlington Road
10239,Autumn Tale
10208,Muppets from Space
2667,The Blair Witch Project
48958,My Life So Far
345,Eyes Wide Shut
9825,Lake Placid
16158,The Wood
133575,The Velocity of Gary
620,Ghostbusters
2978,Ghostbusters II
10490,Drop Dead Gorgeous
11618,The Haunting
332,Inspector Gadget
1812,Trick
8914,Deep Blue Sea
9824,Mystery Men
4806,Runaway Bride
33430,Twin Falls Idaho
247,The Killing
10056,Killer's Kiss
967,Spartacus
802,Lolita
3175,Barry Lyndon
147,The 400 Blows
1628,Jules and Jim
21185,Vibes
11120,The Mosquito Coast
10136,The Golden Child
32060,Brighton Beach Memoirs
48686,Assassination
48259,Crimes of the Heart
873,The Color Purple
48660,The Kindred
26789,No Mercy
3934,Ménage
108312,Native Son
198469,Otello
11416,The Mission
10776,Little Shop of Horrors
24452,The Little Shop of Horrors
9710,Allan Quatermain and the Lost City of Gold
31924,The Morning After
30890,Radio Days
24081,From the Hip
20242,Outrageous Fortune
39074,The Bedroom Window
66194,Deadtime Stories
2115,Light of Day
23599,Wanted: Dead or Alive
3526,Frances
41166,Plenty
16406,Dick
197239,The Gambler
10386,The Iron Giant
745,The Sixth Sense
913,The Thomas Crown Affair
912,The Thomas Crown Affair
12229,The Acid House
67323,The Adventures of Sebastian Cole
91076,Illuminata
89861,Stiff Upper Lips
19457,The Yards
11353,Bowfinger
17707,Brokedown Palace
9781,Detroit Rock City
102489,Alice and Martin
18212,Better Than Chocolate
13817,Head On
126996,Marcello Mastroianni: I Remember
38715,Cobra
48781,Never Talk to Strangers
12185,Heaven Can Wait
29056,The Raven
26857,The Tingler
28501,The Pit and the Pendulum
29030,The Tomb of Ligeia
25319,The Masque of the Red Death
29074,Tales of Terror
24103,Haunted Honeymoon
10552,Cat's Eye
9267,And Now for Something Completely Different
10766,Damien: Omen II
10768,Omen III: The Final Conflict
813,Airplane!
2665,Airplane II: The Sequel
9406,An American Werewolf in Paris
11418,National Lampoon’s European Vacation
11153,National Lampoon's Vacation
14170,Funny Farm
2280,Big
11077,Problem Child
28597,Problem Child 2
22611,Little Nemo: Adventures In Slumberland
39780,Oscar and Lucinda
10396,Tequila Sunrise
9944,The Pelican Brief
850,A Christmas Story
10154,Mickey Blue Eyes
10342,Teaching Mrs. Tingle
10366,Universal Soldier: The Return
9349,Universal Soldier
15122,Love Stinks
10494,Perfect Blue
126152,With Friends Like These...
22314,In Too Deep
51679,The Source
35813,The Bat
11037,Iron Eagle
11955,Iron Eagle II
2038,Iron Eagle III
28737,Iron Eagle IV
11963,Three Days of the Condor
141489,Hamlet from the Lunt-Fontanne Theatre
53761,Male and Female
9096,Medicine Man
91893,The Spiders - The Golden Sea
113273,On the Ropes
103793,Rosie
1911,The 13th Warrior
2900,The Astronaut's Wife
17709,Dudley Do-Right
37718,The Muse
47144,Cabaret Balkan
104896,A Dog Of Flanders
30964,The Lost Son
52366,Lucie Aubrac
6373,The Very Thought of You
2162,Chill Factor
14578,Outside Providence
40694,Bedrooms and Hallways
4338,I Woke Up Early The Day I Died
49184,West Beyrouth
10307,Stigmata
11601,Stir of Echoes
18621,Best Laid Plans
1075,"Black Cat, White Cat"
21719,The Minus Man
40879,Whiteboyz
47951,The Adventures of Milo and Otis
43832,Only Angels Have Wings
47697,Othello
49792,Queens Logic
77064,Public Access
26522,A Soldier's Story
23761,Alice Sweet Alice
24097,Don't Look in the Basement
42114,Nightmares
28295,I Saw What You Did
12105,Yellow Submarine
14,American Beauty
24128,Stop Making Sense
11001,Blue Streak
10390,For Love of the Game
9453,Caligula
704,A Hard Day's Night
35122,Splendor
142132,Sugar Town
24153,The Buddy Holly Story
11797,Fright Night
18086,Fright Night Part 2
124475,La séparation
17887,Barefoot in the Park
10669,Deliverance
11527,Excalibur
42848,Lulu on the Bridge
40867,The Pajama Game
1049,Sommersby
28032,Thumbelina
11326,Tommy
28377,Hell Night
10975,Armour of God II: Operation Condor
10974,Armour of God
10398,Double Jeopardy
2290,Jakob the Liar
24071,Mumford
62994,Dog Park
60994,Guinevere
16112,The Adventures of Elmo in Grouchland
32305,Simon Sez
14429,Drive Me Crazy
15198,"Mystery, Alaska"
6415,Three Kings
24066,"Happy, Texas"
21430,New Rose Hotel
10381,Plunkett & MacLeane
171982,Romance
42486,Napoleon and Samantha
60285,Alvarez Kelly
5622,And the Ship Sails On
10349,The Dark Half
42518,Gulliver's Travels
29787,Monkey Shines
9638,Phantasm
10576,Psycho II
12662,Psycho III
61369,Rain
11712,Sanjuro
12618,Random Hearts
13824,Superstar
226,Boys Don't Cry
288772,"Five Wives, Three Secretaries and Me"
55107,L'ennui
69851,The Grandfather
10388,The Limey
17198,The Mating Habits of the Earthbound Human
44857,Molly
9346,Risky Business
861,Total Recall
14412,Body Heat
9377,Ferris Bueller's Day Off
11541,The Year of Living Dangerously
2457,Children of Paradise
11901,High Plains Drifter
4929,Hang 'em High
85325,Citizen's Band
11230,Drunken Master
8416,The Conformist
11054,Hairspray
851,Brief Encounter
24453,The Razor's Edge
18254,Reds
56235,Return with Honor
20123,Time of the Gypsies
16642,Days of Heaven
2593,The Fire Within
42020,El Amor Brujo
3086,The Lady Eve
16305,Sullivan's Travels
32255,The Palm Beach Story
48797,Man Facing Southeast
19997,Niagara
3767,Gilda
17352,South Pacific
535,Flashdance
2731,Indochine
1654,The Dirty Dozen
31043,Mike's Murder
14831,Help!
658,Goldfinger
657,From Russia with Love
646,Dr. No
5689,The Blue Lagoon
391,A Fistful of Dollars
8052,Hard Eight
772,Home Alone 2: Lost in New York
65448,Penitentiary
65452,Penitentiary II
31650,Someone to Watch Over Me
73575,Sparrows
302579,Naturally Native
550,Fight Club
97537,Beefcake
12220,The Story of Us
1610,Fever Pitch
53151,Joe the King
42881,Julien Donkey-Boy
29064,The Omega Code
404,The Straight Story
42196,The Bad Seed
36819,Time Bandits
42726,A Man and a Woman
9343,Fitzcarraldo
16858,All That Jazz
42006,Red Sorghum
11562,Crimes and Misdemeanors
10496,Bats
16162,The Best Man
8649,Bringing Out the Dead
31306,Crazy in Alabama
10563,Three to Tango
14484,Body Shots
214735,Men Cry Bullets
94857,Brother Can You Spare A Dime
32043,The Guardian
15247,The Ipcress File
29251,On Any Sunday
5548,RoboCop
5549,RoboCop 2
856,Who Framed Roger Rabbit
38772,Melvin and Howard
699,For Your Eyes Only
709,Licence to Kill
253,Live and Let Die
13511,Rawhead Rex
660,Thunderball
46798,The City
11377,House on Haunted Hill
26149,Music of the Heart
492,Being John Malkovich
108346,Dreaming of Joseph Lees
98480,Man Of The Century
128,Princess Mononoke
46286,The Suburbans
8672,My Best Fiend
8056,Train of Life
2020,The Bachelor
9481,The Bone Collector
9008,The Insider
14242,American Movie
16129,Last Night
104103,Portraits Chinois
11489,Rosetta
28145,"They Shoot Horses, Don't They?"
51371,Battling Butler
18111,Bride of Re-Animator
31361,Bustin' Loose
11223,Coma
16281,Creepshow
16288,Creepshow 2
1694,Re-Animator
476,Drugstore Cowboy
37094,Falling Down
13555,The Funhouse
961,The General
73969,My Best Girl
24831,Piranha
64963,Rough Night in Jericho
85160,Slaughterhouse
25560,The Taming of the Shrew
21610,Nighthawks
11878,Yojimbo
11510,Repossessed
11234,The Omega Man
957,Spaceballs
11886,Robin Hood
37853,Mister Roberts
62204,Quest for Fire
11040,Little Big Man
21849,A Face in the Crowd
1621,Trading Places
14035,Meatballs
40771,Meatballs Part II
40772,Meatballs III: Summer Job
40773,Meatballs 4
11498,Dead Again
11790,Peter's Friends
29371,The Incredibly True Adventure of Two Girls In Love
276635,Experience Preferred...But Not Essential
47941,Under the Rainbow
29048,How I Won the War
19052,Light It Up
21349,Anywhere But Here
1832,Dogma
10047,The Messenger: The Story of Joan of Arc
10228,Pokémon: The First Movie: Mewtwo Strikes Back
47692,Felicia's Journey
18561,Oxygen
144953,Where's Marlowe?
37426,The Ape
51787,British Intelligence
11663,The Commitments
13485,Holiday Inn
9289,The Longest Day
9264,Poison Ivy
18222,Poison Ivy: The New Seduction
124853,Ten Benny
11165,Tora! Tora! Tora!
4203,Women on the Verge of a Nervous Breakdown
24226,The Verdict
88875,The Effect of Gamma Rays on Man-in-the-Moon Marigolds
11379,The Adventures of Buckaroo Banzai Across the 8th Dimension
29154,Stand and Deliver
2039,Moonstruck
77915,The Sandpiper
11943,Jeremiah Johnson
11481,Repulsion
2690,Irma la Douce
20565,42 Up
27141,Liberty Heights
10399,Mansfield Park
90762,"Goodbye, 20th Century"
2668,Sleepy Hollow
36643,The World Is Not Enough
99,All About My Mother
159569,Home Page
77010,The Living Dead Girl
25898,Babes in Toyland
9647,Scrooged
11787,Harvey
5156,Bicycle Thieves
24276,Matewan
11953,Kagemusha
44662,47 Samurai
29005,McCabe & Mrs. Miller
26371,Maurice
596,The Grapes of Wrath
52470,My Man Godfrey
20334,The Shop Around the Corner
11393,The Natural
31121,Shampoo
293,A River Runs Through It
10998,Fatal Attraction
12235,Jagged Edge
36094,Stanley & Iris
9013,Midnight Run
11005,Awakenings
59820,Come See the Paradise
2924,Backdraft
177,The Fisher King
38557,The River
42087,Country
13681,Places in the Heart
34760,"'night, Mother"
9946,End of Days
863,Toy Story 2
31582,Flawless
125520,Miss Julie
22267,Ride with the Devil
55123,Tumbleweeds
5486,A Bay of Blood
10411,The Distinguished Gentleman
41462,The Hitch-Hiker
1718,Santa Fe Trail
28604,Lauderdale
15506,Agnes Browne
20024,The End of the Affair
78256,The End of the Affair
13787,Holy Smoke!
54933,A Map of the World
9684,Sweet and Lowdown
9586,The Bonfire of the Vanities
41638,Broadway Damage
70801,Daddy-Long-Legs
33015,Go West
777,Grand Illusion
21887,The Great Santini
5652,The James Dean Story
19664,The Sea Wolves
32331,Stealing Home
76083,Tarzan the Fearless
32628,Three Ages
32669,The Two Jakes
18161,U2: Rattle and Hum
31681,Hell in the Pacific
33666,The Glass Bottom Boat
32274,Cradle Will Rock
10402,Deuce Bigalow: Male Gigolo
497,The Green Mile
1715,The Cider House Rules
35118,Diamonds
42739,The War Zone
26162,The Bat Whispers
25188,The Last Picture Show
15515,The 7th Voyage of Sinbad
75888,Blood on the Sun
1439,Anna and the King
2277,Bicentennial Man
10137,Stuart Little
10387,The Emperor and the Assassin
49948,Fantasia 2000
334,Magnolia
30237,Onegin
50116,Simpatico
46435,Topsy-Turvy
94260,The Alley Cats
22213,Boiling Point
47070,Brenda Starr
36492,Carnal Knowledge
624,Easy Rider
26578,The Falcon and the Snowman
415072,Hi-Yo Silver
43103,Room at the Top
43194,Ulysses
9563,Any Given Sunday
1850,Man on the Moon
926,Galaxy Quest
1213,The Talented Mr. Ripley
10471,Next Friday
10400,The Hurricane
10397,Angela's Ashes
20761,Play It to the Bone
12524,Titus
28216,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr."
36773,The Third Miracle
30814,Montana
10219,Snow Falling on Cedars
3558,"Girl, Interrupted"
104878,Trans
41276,The Life and Times of Hank Greenberg
17908,My Dog Skip
10384,Supernova
125317,The Quarry
48233,The Terrorist
10236,The Way We Were
71067,Tess of the Storm Country
632,Stalag 17
11851,The Presidio
5924,Papillon
33734,Pal Joey
14886,The Last Detail
26617,Five Easy Pieces
11900,Even Dwarfs Started Small
10493,Dead Calm
16241,The Boys from Brazil
27632,Black Sunday
22160,Against All Odds
4460,The Snows of Kilimanjaro
9644,National Lampoon's Loaded Weapon 1
43455,The Loves of Carmen
13342,Fast Times at Ridgemont High
35119,A Cry in the Dark
21256,Born to Win
14919,Batman: Mask of the Phantasm
14040,American Flyers
75641,Voyage of the Damned
17343,Vampyros Lesbos
22692,A Star Is Born
47620,Poison
2990,Pacific Heights
38775,Night Tide
10831,The Draughtsman's Contract
21193,Carmen
33078,A Zed & Two Noughts
16672,Woman in the Dunes
10472,Down to You
123277,Hellhounds on My Trail: The Afterlife of Robert Johnson
79474,"Not Love, Just Frenzy"
97805,Wirey Spindell
53714,Another Man's Poison
21489,The Odessa File
51392,The Saphead
32600,Seven Chances
110479,Smashing Time
299121,Train Ride to Hollywood
13005,Where the Buffalo Roam
65134,Zachariah
121738,Kestrel's Eye
18681,Eye of the Beholder
75531,Isn't She Great
20468,The Big Tease
14521,The Cup
46835,Santitos
10406,Encino Man
14741,The Goodbye Girl
32015,I Am Cuba
1883,Malcolm X
2005,Sister Act
6279,Sister Act 2: Back in the Habit
11087,The Hand that Rocks the Cradle
7305,Alive
24735,Agnes of God
9475,Scent of a Woman
8872,Wayne's World
8873,Wayne's World 2
11287,A League of Their Own
9869,Patriot Games
619,The Bodyguard
9374,Death Becomes Her
11259,Far and Away
8293,Howards End
11068,Singles
1923,Twin Peaks: Fire Walk with Me
10158,White Men Can't Jump
10206,Buffy the Vampire Slayer
11782,Hard Boiled
10086,Man Bites Dog
9367,El Mariachi
9876,Stop! Or My Mom Will Shoot
10326,Forever Young
16562,The Cutting Edge
9609,Of Mice and Men
12143,Bad Lieutenant
4234,Scream 3
9605,Single White Female
8374,The Boondock Saints
29076,Gun Shy
80471,Beloved/Friend
49477,Gendernauts: A Journey Through Shifting Identities
121940,Knockout
28156,The Baby
113096,The Brandon Teena Story
106837,Different for Girls
24349,Minnie and Moskowitz
27841,They Might Be Giants
1907,The Beach
15489,Snow Day
15655,The Tigger Movie
68546,Cotton Mary
36210,Not One Less
279444,Soft Toilet Seats
77908,Trois
22342,The Big Combo
96484,Conceiving Ada
30062,Eaten Alive
62463,Raining Stones
25934,"To Sir, with Love"
101383,With Byrd at the South Pole
14181,Boiler Room
10385,Hanging Up
2787,Pitch Black
2069,The Whole Nine Yards
61416,Beautiful People
79515,Black Tar Heroin: The Dark End of the Street
14839,Blue Collar
42186,Bluebeard
28978,The Circus
901,City Lights
25010,The Flamingo Kid
36208,A Dog's Life
10098,The Kid
18264,The Man from Laramie
291861,The Wild McCullochs
33374,Class Reunion
43368,The Big Trees
127602,Happy Go Lovely
2155,Reindeer Games
11004,Wonder Boys
25212,Deterrence
36048,Judy Berlin
139,Mifune
210307,The Waiting Game
47816,3 Strikes
20682,Chain of Fools
25166,Drowning Mona
1831,The Next Best Thing
10416,What Planet Are You From?
14271,Beyond the Mat
4816,Ghost Dog: The Way of the Samurai
19958,The Year My Voice Broke
28569,Splendor in the Grass
2193,My Tutor
64871,The Legend of Lobo
54575,The Killing of Sister George
11016,Key Largo
23020,Jail Bait
54195,It Happened Here
139058,I'll Never Forget What's'isname
20423,For All Mankind
10839,Cross of Iron
36489,Bride of the Monster
24481,Born Yesterday
11296,Birdy
61651,And God Created Woman
28172,Blood Feast
57855,"Charlie, the Lonesome Cougar"
28180,Color Me Blood Red
14280,Never Cry Wolf
72086,The Night Visitor
149687,The Perils of Pauline
29478,A Raisin in the Sun
28177,Two Thousand Maniacs!
64166,Brown's Requiem
73642,The Closer You Get
2067,Mission to Mars
622,The Ninth Gate
110666,Condo Painting
28463,East/West
12186,Defending Your Life
20283,Breaking Away
5693,Hoosiers
287,Bull Durham
968,Dog Day Afternoon
838,American Graffiti
16958,The Asphalt Jungle
3114,The Searchers
31938,The Devil's Brigade
12501,The Big Country
22650,Any Number Can Win
31618,Betrayed
42232,Bound for Glory
15873,The Bridge at Remagen
26928,Buck and the Preacher
68427,Daughters of the Dust
25392,Destination Moon
67455,The Fantastic Night
22178,Hangmen Also Die!
48213,The Ogre
35412,On the Beach
43463,Railroaded!
59939,Slaves to the Underground
159727,Song of Freedom
244151,Big Fella
8333,The Taking of Pelham One Two Three
19259,Volunteers
820,JFK
11718,Who's Harry Crumb?
8989,Harry and the Hendersons
32031,Let's Get Harry
58048,Shanghai Surprise
26827,Who's That Girl
11157,She-Devil
28370,Date With an Angel
918,Blind Date
61178,Nadine
11176,The Muppet Movie
14900,The Great Muppet Caper
11899,The Muppets Take Manhattan
36536,Sesame Street Presents Follow That Bird
18890,We're Back! A Dinosaur's Story
19736,Baby: Secret of the Lost Legend
123047,Turtle Diary
24575,Raise the Titanic
16535,Titanic
10971,A Night to Remember
23928,Captain Horatio Hornblower R.N.
31336,The Carriers Are Waiting
462,Erin Brockovich
9532,Final Destination
117259,Soft Fruit
78231,Babymother
2383,The Bear
25503,Impact
53879,Love Is a Many-Splendored Thing
1396,Mirror
11570,The Crimson Pirate
1541,Thelma & Louise
150043,Something For Everyone
17443,...And Justice for All
8469,Animal House
27995,She's Gotta Have It
36739,School Daze
925,Do the Right Thing
41823,Mo' Better Blues
1713,Jungle Fever
26170,Coogan's Bluff
30547,The Champ
54825,Creature Comforts
13939,Death Wish
14373,Death Wish 2
24873,Death Wish 3
26263,Death Wish 4: The Crackdown
34746,Death Wish 5: The Face of Death
996,Double Indemnity
9079,Dying Young
1496,Cool as Ice
1498,Teenage Mutant Ninja Turtles
1497,Teenage Mutant Ninja Turtles II: The Secret of the Ooze
1499,Teenage Mutant Ninja Turtles III
1880,Red Dawn
33762,Band of the Hand
103960,Born American
11690,Bloodsport
29143,Eyes of Laura Mars
35292,Funny Bones
36652,The Good Earth
801,"Good Morning, Vietnam"
104301,The Good Mother
11520,Grumpy Old Men
1879,Guess Who's Coming to Dinner
2085,Romeo Must Die
13539,Here On Earth
16222,Whatever It Takes
109479,Buddy Boy
17078,The Color of Paradise
37722,Waking the Dead
75892,Blood and Sand
33516,Gothic
99008,Hillbillys in a Haunted House
9960,Lord of the Flies
3082,Modern Times
49338,National Lampoon's Last Resort
2102,Solar Crisis
52961,That's Life!
12187,Heart and Souls
24748,Hud
990,The Hustler
1908,Inherit the Wind
9764,Dersu Uzala
840,Close Encounters of the Third Kind
39890,The City of the Dead
42237,Jonah Who Will Be 25 in the Year 2000
26689,Retroactive
25673,A Place in the Sun
2291,Jacob's Ladder
13531,Empire Records
16620,La Bamba
526,Ladyhawke
13346,Lucas
243,High Fidelity
10501,The Road to El Dorado
11478,The Skulls
96167,Autopsy
24212,Devil Girl from Mars
6644,El Dorado
41038,The Hideous Sun Demon
879,Hook
32613,Horror Express
39406,My Chauffeur
85689,The Son of the Sheik
31624,Torso
17529,True Grit
40841,Roadside Prophets
118098,Madame Sousatzka
1793,Max Dugan Returns
11327,Midnight Express
1700,Misery
54087,Mr. Saturday Night
34322,Murphy's Romance
41659,My Life
593,Solaris
10774,Network
10083,No Way Out
29786,North Dallas Forty
11356,The Odd Couple
10747,The Outlaw Josey Wales
38809,Black and White
10559,Frequency
20697,Ready to Rumble
2621,Return to Me
10479,Rules of Engagement
125709,Joe Gould's Secret
49721,Me Myself I
2006,"Bell, Book and Candle"
184885,The Bells
46625,The End of Violence
17339,Force 10 from Navarone
26879,How to Stuff a Wild Bikini
11305,Mystery Train
48211,Sacco & Vanzetti
28975,Taffin
13665,Arthur
12309,Bachelor Party
1552,Parenthood
106,Predator
10333,The Prince of Tides
11027,The Postman Always Rings Twice
61560,Smoking / No Smoking
123757,All the Vermeers in New York
27197,An Actor's Revenge
10468,28 Days
1359,American Psycho
4967,Keeping the Faith
31776,Where the Money is
10557,East Is East
27745,The Filth and the Fury
19214,Passion of Mind
46686,Third World Cop
71402,Coming Apart
13776,Diner
26291,Shakes the Clown
10784,Cabaret
10242,What Ever Happened to Baby Jane?
27857,Prick Up Your Ears
16347,Auntie Mame
4825,Guys and Dolls
11654,The Hunger
10518,Marathon Man
11977,Caddyshack
18041,Gossip
14736,Love & Basketball
3536,U-571
1443,The Virgin Suicides
10424,Jennifer Eight
80677,The Law
28971,Limelight
49096,Empire of Passion
310431,Stacy's Knights
40562,Committed
9456,The Crow: Salvation
889,The Flintstones in Viva Rock Vegas
10564,Where the Heart Is
15723,The Big Kahuna
19600,Bossa Nova
125537,Smiling Fish & Goat On Fire
452,The Idiots
68170,The Last September
36234,Timecode
39283,Carnosaur
65460,Carnosaur 2
55667,Carnosaur 3: Primal Species
31978,Defying Gravity
12476,The Hidden
5241,Two Moon Junction
98,Gladiator
21311,I Dreamed of Africa
47724,Up at the Villa
11129,Human Traffic
94214,"Jails, Hospitals & Hip-Hop"
117781,Black Tights
1058,Breathless
37112,The Great Locomotive Chase
42159,The Idolmaker
16395,Inferno
50627,The King of Marvin Gardens
5608,"The Nibelungs, Tale 1: Siegfried"
38925,The Lords of Flatbush
13105,Mr. Mom
22501,Time Masters
5491,Battlefield Earth
10560,Center Stage
19489,Held Up
19419,Screwed
23531,Whipped
10688,Hamlet
17889,Anchors Aweigh
18228,Blue Hawaii
80351,The Castaway Cowboy
18642,G.I. Blues
205054,The Gay Deceivers
39391,Gypsy
18644,King Creole
31516,On the Town
45827,One Little Indian
5683,Pee-wee's Big Adventure
113279,Regret to Inform
2094,Roustabout
14906,Saludos Amigos
16176,The Slipper and the Rose
52770,Things Change
12518,Honeymoon in Vegas
10567,Dinosaur
10642,Loser
9285,Road Trip
10569,Small Time Crooks
21879,The Hollywood Knights
98502,The Myth Of Fingerprints
21484,Possession
24918,The Twelve Chairs
955,Mission: Impossible II
8584,Shanghai Noon
47295,Better Living Through Circuitry
11332,8 ½ Women
16093,Carnival of Souls
29372,Flying Tigers
962,The Gold Rush
5483,Lisa and the Devil
21060,It's in the Water
30588,Monsieur Verdoux
668,On Her Majesty's Secret Service
23518,Seven Days in May
691,The Spy Who Loved Me
31353,Those Who Love Me Can Take the Train
44018,Vagabond
698,Moonraker
682,The Man with the Golden Gun
28973,A King in New York
28974,A Woman of Paris
40685,In Old California
22994,The Fighting Seabees
40639,Dark Command
499,Cléo from 5 to 7
9600,Big Momma's House
120077,Running Free
38006,The Abominable Snowman
2768,American Gigolo
42002,Anguish
40365,The Blood Spattered Bride
24920,City of the Living Dead
21,The Endless Summer
10911,The Guns of Navarone
10102,La Grande Bouffe
30308,Lured
38688,Pandora and the Flying Dutchman
26912,Quatermass and the Pit
26278,Quatermass II
26953,Puppet Master
26954,Puppet Master II
26956,Puppet Master III Toulon's Revenge
26957,Puppet Master 4
26958,Puppet Master 5: The Final Chapter
26959,Curse of the Puppet Master
26960,Retro Puppet Master
80287,Rent-a-Cop
6003,Romeo and Juliet
23939,Stay Tuned
46614,The Story of G.I. Joe
11072,Blazing Saddles
23069,Benji
21299,Benji the Hunted
38802,For the Love of Benji
13368,White Christmas
985,Eraserhead
14002,Baraka
541,The Man with the Golden Arm
21137,The Decline of Western Civilization
36724,The Decline of Western Civilization Part II: The Metal Years
938,For a Few Dollars More
10648,Magnum Force
11368,Blood Simple
10875,The Fabulous Baker Boys
2075,Prizzi's Honor
1551,Flatliners
22500,Gandahar
10246,Porky's
19698,Porky's II: The Next Day
23919,Porky's 3: Revenge
18835,Private School
26554,Class of Nuke 'Em High
15239,The Toxic Avenger
28165,The Toxic Avenger Part II
28169,The Toxic Avenger Part III: The Last Temptation of Toxie
15762,Night of the Creeps
169,Predator 2
865,The Running Man
9663,Starman
26889,The Brother from Another Planet
10128,Alien Nation
9659,Mad Max
8810,Mad Max 2: The Road Warrior
9355,Mad Max Beyond Thunderdome
1727,Bird on a Wire
635,Angel Heart
10068,Nine 1/2 Weeks
11495,Firestarter
11428,Sleepwalkers
10117,Action Jackson
35936,Sarafina!
25562,Soapdish
51763,The Long Walk Home
73079,Clara's Heart
38921,Burglar
35463,Fatal Beauty
9679,Gone in Sixty Seconds
24587,American Pimp
51333,Love's Labour's Lost
17771,Sunshine
31610,Trixie
60005,American Virgin
10264,Hamlet
31657,Coming Home
29204,American Pop
17814,Assault on Precinct 13
11879,Near Dark
21128,One False Move
482,Shaft
592,The Conversation
31593,Cutter's Way
12611,The Fury
14328,The Paper Chase
32047,Prince of the City
9040,Serpico
25364,Ace in the Hole
43002,Lonely Are the Brave
5121,The Sugarland Express
195,Trouble in Paradise
6978,Big Trouble in Little China
3133,Badlands
643,Battleship Potemkin
10571,Boys and Girls
479,Shaft
7450,Titan A.E.
31023,Butterfly
25636,Jesus' Son
41160,The Match
47439,Time Regained
207731,Boricua's Bond
7443,Chicken Run
2123,"Me, Myself & Irene"
2024,The Patriot
17711,The Adventures of Rocky & Bullwinkle
2133,The Perfect Storm
29946,The Golden Bowl
25993,Asylum
28774,Communion
46929,Fun & Fancy Free
11598,The Kentucky Fried Movie
9702,Bound by Honor
117026,Daughter of Dr. Jekyll
9873,F/X
16820,F/X2
14864,The Hot Spot
15379,Missing in Action
12764,Missing in Action 2: The Beginning
27352,Braddock: Missing in Action III
8348,Thunderbolt and Lightfoot
24099,Dreamscape
17897,The Golden Voyage of Sinbad
28050,Hatchet for the Honeymoon
16094,House Party
16096,House Party 2
20343,Make Mine Music
13757,Melody Time
11822,Nekromantik
90980,On Our Merry Way
26270,Project Moon Base
37744,Rocketship X-M
494,Shaft in Africa
493,Shaft's Big Score!
12706,Croupier
4244,The Kid
4247,Scary Movie
20770,But I'm a Cheerleader
1050,Shower
1052,Blow-Up
20540,The Pawnbroker
23655,Groove
1788,Footloose
32275,Duel in the Sun
36657,X-Men
44490,Chuck & Buck
47585,The Five Senses
1448,The Wisdom of Crocodiles
36047,The In Crowd
2655,What Lies Beneath
12599,Pokémon: The Movie 2000
33828,Criminal Lovers
93,Anatomy of a Murder
9278,Freejack
90715,Greaser's Palace
59181,H.O.T.S.
22167,Knightriders
18118,Mackenna's Gold
11940,Sinbad and the Eye of the Tiger
24167,Two Women
10276,What About Bob?
19380,White Sands
13783,Breaker Morant
11624,Everything You Always Wanted to Know About Sex *But Were Afraid to Ask
15867,Interiors
11686,Love and Death
29263,The Official Story
46754,The Other Side of Sunday
18702,Pot o' Gold
11830,Tampopo
16110,Thomas and the Magic Railroad
12107,Nutty Professor II: The Klumps
10401,The Girl on the Bridge
32640,Wonderland
10641,Autumn in New York
6282,Coyote Ugly
9383,Hollow Man
5551,Space Cowboys
277726,Better Living
43079,Mad About Mambo
27723,Psycho Beach Party
2360,Saving Grace
28043,Black Sabbath
33468,The Brain That Wouldn't Die
21866,Bronco Billy
33408,The Crush
11589,Kelly's Heroes
15158,Phantasm II
16139,Phantasm III: Lord of the Dead
16146,Phantasm IV: Oblivion
26515,Pumpkinhead
11856,Air America
13567,Sleepaway Camp
10860,Steel Magnolias
8420,...And God Created Woman
18391,Easy Money
20850,Ilsa: She Wolf of the SS
39473,Silent Fall
27452,The Spiral Staircase
77571,What Ever Happened to Aunt Alice?
38548,Margaret Cho: I'm the One That I Want
20438,The Tao of Steve
274868,The Tic Code
2211,Aimee & Jaguar
46991,An Affair of Love
201581,The Autumn Heart
10391,Bless the Child
14195,Cecil B. Demented
15665,The Eyes of Tammy Faye
45905,The Opportunists
10393,The Replacements
18168,About Adam
8843,The Cell
10643,Godzilla 2000
23618,The Original Kings of Comedy
117262,Sunset Strip
30946,All the Rage
37136,The Naked Gun: From the Files of Police Squad!
37137,The Naked Gun 2½: The Smell of Fear
23283,Our Town
3110,Shane
14698,"Suddenly, Last Summer"
11694,Cat Ballou
47434,A Couch in New York
39891,The Devil Rides Out
76891,Jerry and Tom
9651,Supergirl
26865,X: The Unknown
11398,The Art of War
161687,The Ballad of Ramblin' Jack
26244,Phish: Bittersweet Motel
1588,Bring It On
287821,Catfish in Black Bean Sauce
19150,The Crew
25128,Love & Sex
18153,Steal This Movie
